名前,住所,最寄り駅１,最寄り駅２,最寄り駅３,築年数,建物全体の階数,階数,賃料,管理費,敷金,礼金,間取り,面積,URL
東京メトロ日比谷線 中目黒駅 地下1地上3階建 築2年,東京都目黒区上目黒３,東京メトロ日比谷線/中目黒駅 歩7分,東急東横線/代官山駅 歩14分,京王井の頭線/神泉駅 歩20分,築2年,地下1地上3階建,3階,25万円,15000円,-,-,2LDK,40.92m2,https://suumo.jp/chintai/jnc_000076152702/?bc=100340190592
パークリュクス目黒,東京都目黒区下目黒３,東急目黒線/不動前駅 歩8分,ＪＲ山手線/目黒駅 歩10分,ＪＲ山手線/五反田駅 歩20分,築10年,14階建,14階,26.3万円,16000円,26.3万円,26.3万円,2LDK,55.74m2,https://suumo.jp/chintai/jnc_000086083075/?bc=100355418680
パークリュクス目黒,東京都目黒区下目黒３,東急目黒線/不動前駅 歩8分,ＪＲ山手線/目黒駅 歩10分,ＪＲ山手線/五反田駅 歩20分,築10年,14階建,14階,26.3万円,16000円,26.3万円,26.3万円,2LDK,55.74m2,https://suumo.jp/chintai/jnc_000086083073/?bc=100351050255
東急目黒線 不動前駅 3階建 築40年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,東急目黒線/武蔵小山駅 歩11分,ＪＲ山手線/目黒駅 歩19分,築40年,3階建,3階,11.5万円,5000円,11.5万円,11.5万円,2DK,34.38m2,https://suumo.jp/chintai/jnc_000052584118/?bc=100349515469
東急大井町線 大岡山駅 3階建 築35年,東京都目黒区南３,東急大井町線/大岡山駅 歩10分,東急目黒線/洗足駅 歩12分,東急大井町線/北千束駅 歩13分,築35年,3階建,1階,13万円,7000円,13万円,13万円,2DK,46.17m2,https://suumo.jp/chintai/jnc_000085779358/?bc=100348760808
東急目黒線 不動前駅 14階建 築13年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩7分,ＪＲ山手線/目黒駅 歩10分,ＪＲ山手線/五反田駅 歩18分,築13年,14階建,14階,26.3万円,16000円,26.3万円,26.3万円,2LDK,55.74m2,https://suumo.jp/chintai/jnc_000086083077/?bc=100351165656
東急東横線 学芸大学駅 7階建 築40年,東京都目黒区中央町２,東急東横線/学芸大学駅 歩8分,東急東横線/祐天寺駅 歩10分,東急東横線/中目黒駅 歩24分,築40年,7階建,4階,15.5万円,10000円,15.5万円,15.5万円,2DK,51.04m2,https://suumo.jp/chintai/jnc_000086567381/?bc=100354321702
東急東横線 中目黒駅 4階建 築38年,東京都目黒区青葉台１,東急東横線/中目黒駅 歩6分,東急東横線/代官山駅 歩8分,ＪＲ山手線/恵比寿駅 歩13分,築38年,4階建,4階,12.5万円,5000円,12.5万円,18.75万円,2DK,42m2,https://suumo.jp/chintai/jnc_000032045524/?bc=100352412794
東急東横線 中目黒駅 4階建 築38年,東京都目黒区青葉台１,東急東横線/中目黒駅 歩6分,東急東横線/代官山駅 歩8分,ＪＲ山手線/恵比寿駅 歩13分,築38年,4階建,4階,12.5万円,5000円,12.5万円,18.75万円,2DK,42m2,https://suumo.jp/chintai/jnc_000085923139/?bc=100352760119
中目黒4丁目アパート,東京都目黒区中目黒４,東急東横線/中目黒駅 歩10分,ＪＲ山手線/目黒駅 歩15分,東急東横線/祐天寺駅 歩17分,築51年,2階建,2階,8.8万円,2000円,8.8万円,8.8万円,2DK,30m2,https://suumo.jp/chintai/jnc_000084507221/?bc=100341030108
中目黒4丁目アパート,東京都目黒区中目黒４,東急東横線/中目黒駅 歩10分,ＪＲ山手線/目黒駅 歩15分,東急東横線/祐天寺駅 歩17分,築51年,2階建,2階,9.5万円,-,9.5万円,9.5万円,2DK,32m2,https://suumo.jp/chintai/jnc_000079755847/?bc=100313018911
ポンリーヴル柿の木坂,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩4分,東急東横線/自由が丘駅 歩23分,東急東横線/学芸大学駅 歩21分,新築,3階建,1-2階,17.5万円,7000円,17.5万円,17.5万円,2LDK,49.95m2,https://suumo.jp/chintai/jnc_000086767871/?bc=100355674644
ポンリーヴル柿の木坂,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩4分,東急東横線/自由が丘駅 歩23分,東急東横線/学芸大学駅 歩21分,新築,3階建,1-2階,19.3万円,7000円,19.3万円,19.3万円,2LDK,57.65m2,https://suumo.jp/chintai/jnc_000086763013/?bc=100355631704
Apartment H500,東京都目黒区碑文谷５,東急東横線/都立大学駅 歩9分,東急東横線/学芸大学駅 歩8分,東急大井町線/大岡山駅 歩22分,築18年,6階建,4階,19.6万円,8000円,39.2万円,19.6万円,2LDK,57.44m2,https://suumo.jp/chintai/jnc_000085086996/?bc=100356592643
東急東横線 中目黒駅 地下1地上10階建 築38年,東京都目黒区上目黒２,東急東横線/中目黒駅 歩4分,東京メトロ日比谷線/恵比寿駅 歩15分,東急東横線/祐天寺駅 歩11分,築38年,地下1地上10階建,7階,22.7万円,10000円,22.7万円,22.7万円,2SDK,54.23m2,https://suumo.jp/chintai/jnc_000086846072/?bc=100356223951
ＪＲ山手線 目黒駅 地下1地上10階建 築1年,東京都目黒区目黒２,ＪＲ山手線/目黒駅 歩7分,東急目黒線/不動前駅 歩12分,ＪＲ山手線/恵比寿駅 歩20分,築1年,地下1地上10階建,5階,27.4万円,20000円,-,-,2LDK,44.22m2,https://suumo.jp/chintai/jnc_000080318876/?bc=100351823321
ＪＲ山手線 目黒駅 地下1地上10階建 築1年,東京都目黒区目黒２,ＪＲ山手線/目黒駅 歩7分,東急目黒線/不動前駅 歩12分,ＪＲ山手線/恵比寿駅 歩20分,築1年,地下1地上10階建,10階,31万円,20000円,-,-,2LDK,44.22m2,https://suumo.jp/chintai/jnc_000082318250/?bc=100353283563
ＪＲ山手線 目黒駅 2階建 築36年,東京都目黒区下目黒５,ＪＲ山手線/目黒駅 歩18分,東急目黒線/武蔵小山駅 歩17分,東急東横線/祐天寺駅 歩21分,築36年,2階建,1階,10.3万円,-,10.3万円,10.3万円,2DK,39.74m2,https://suumo.jp/chintai/jnc_000025602146/?bc=100349669643
ロビンハイネス,東京都目黒区駒場２,京王井の頭線/駒場東大前駅 歩3分,東急田園都市線/池尻大橋駅 歩17分,京王井の頭線/池ノ上駅 歩14分,築34年,3階建,2階,13.5万円,5000円,13.5万円,13.5万円,2DK,40m2,https://suumo.jp/chintai/jnc_000082649302/?bc=100327825692
ハウスM,東京都目黒区碑文谷４,東急東横線/都立大学駅 歩10分,東急東横線/学芸大学駅 歩14分,東急目黒線/大岡山駅 歩21分,築36年,3階建,2階,14.5万円,-,14.5万円,14.5万円,2DK,48.61m2,https://suumo.jp/chintai/jnc_000086881716/?bc=100356444857
東急東横線 学芸大学駅 3階建 新築,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,新築,3階建,1階,22.3万円,7000円,22.3万円,44.6万円,2LDK,53.12m2,https://suumo.jp/chintai/jnc_000085773587/?bc=100350627401
東急東横線 学芸大学駅 3階建 新築,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,新築,3階建,2階,23.2万円,7000円,23.2万円,46.4万円,2LDK,53.12m2,https://suumo.jp/chintai/jnc_000085788395/?bc=100350627408
東急東横線 学芸大学駅 3階建 新築,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,新築,3階建,3階,23.3万円,7000円,23.3万円,46.6万円,2LDK,52.39m2,https://suumo.jp/chintai/jnc_000085788396/?bc=100350627405
(仮称)鷹番１丁目メゾン,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,新築,3階建,1階,22.3万円,7000円,22.3万円,44.6万円,2LDK,53.12m2,https://suumo.jp/chintai/jnc_000085773583/?bc=100350627583
(仮称)鷹番１丁目メゾン,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,新築,3階建,2階,23.2万円,7000円,23.2万円,46.4万円,2LDK,53.12m2,https://suumo.jp/chintai/jnc_000085788390/?bc=100350627575
(仮称)鷹番１丁目メゾン,東京都目黒区鷹番１,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩18分,東急東横線/都立大学駅 歩19分,新築,3階建,3階,23.3万円,7000円,23.3万円,46.6万円,2LDK,52.39m2,https://suumo.jp/chintai/jnc_000085788391/?bc=100350627628
京王井の頭線 駒場東大前駅 地下1地上3階建 築34年,東京都目黒区駒場１,京王井の頭線/駒場東大前駅 歩3分,京王井の頭線/神泉駅 歩11分,東急田園都市線/池尻大橋駅 歩17分,築34年,地下1地上3階建,2階,10.5万円,4000円,-,10.5万円,2DK,39.6m2,https://suumo.jp/chintai/jnc_000086781481/?bc=100355790860
ハイム野村,東京都目黒区三田１,ＪＲ山手線/恵比寿駅 歩13分,ＪＲ山手線/目黒駅 歩11分,東急東横線/代官山駅 歩21分,築42年,2階建,2階,9.2万円,-,9.2万円,9.2万円,2DK,30m2,https://suumo.jp/chintai/jnc_000086522753/?bc=100354011293
オープンレジデンシア中目黒,東京都目黒区東山２,東急田園都市線/池尻大橋駅 歩7分,東急東横線/中目黒駅 歩14分,東京メトロ日比谷線/中目黒駅 歩14分,築3年,地下1地上4階建,1階,28万円,29000円,28万円,28万円,2LDK,53.43m2,https://suumo.jp/chintai/jnc_000086185827/?bc=100351801226
アルス中目黒ヴィルトレーテ,東京都目黒区中目黒３,東急東横線/中目黒駅 歩7分,東急東横線/代官山駅 歩12分,,築22年,地下1地上5階建,2階,33万円,10000円,66万円,33万円,2SLDK,72.11m2,https://suumo.jp/chintai/jnc_000085570307/?bc=100347438330
東急目黒線 目黒駅 地下1地上10階建 新築,東京都目黒区目黒２,東急目黒線/目黒駅 歩9分,東急目黒線/不動前駅 歩14分,ＪＲ山手線/恵比寿駅 歩24分,新築,地下1地上10階建,5階,27.4万円,20000円,-,-,2LDK,44.22m2,https://suumo.jp/chintai/jnc_000086881726/?bc=100351457929
東急目黒線 目黒駅 地下1地上10階建 新築,東京都目黒区目黒２,東急目黒線/目黒駅 歩9分,東急目黒線/不動前駅 歩14分,ＪＲ山手線/恵比寿駅 歩24分,新築,地下1地上10階建,10階,31万円,20000円,-,-,2LDK,44.22m2,https://suumo.jp/chintai/jnc_000086881725/?bc=100356469898
アリビオ目黒本町,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩5分,東急東横線/学芸大学駅 歩23分,,新築,3階建,1階,23.1万円,9000円,23.1万円,46.2万円,2LDK,56.64m2,https://suumo.jp/chintai/jnc_000086536281/?bc=100354113065
アリビオ目黒本町,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩5分,東急東横線/学芸大学駅 歩23分,,新築,3階建,2階,24.9万円,9500円,24.9万円,49.8万円,2LDK,62.59m2,https://suumo.jp/chintai/jnc_000086536282/?bc=100354113075
アリビオ目黒本町,東京都目黒区目黒本町５,東急目黒線/武蔵小山駅 歩5分,東急東横線/学芸大学駅 歩23分,,新築,3階建,3階,25.4万円,9500円,25.4万円,50.8万円,2LDK,62.59m2,https://suumo.jp/chintai/jnc_000086536283/?bc=100354113066
LIBR GRANT 都立大学,東京都目黒区中根２,東急東横線/都立大学駅 歩5分,東急大井町線/緑が丘駅 歩15分,東急東横線/自由が丘駅 歩16分,築4年,3階建,3階,25.4万円,15000円,25.4万円,25.4万円,2LDK,51.44m2,https://suumo.jp/chintai/jnc_000086509862/?bc=100353904676
東急東横線 都立大学駅 3階建 築4年,東京都目黒区中根２,東急東横線/都立大学駅 歩6分,東急大井町線/緑が丘駅 歩14分,東急東横線/自由が丘駅 歩18分,築4年,3階建,3階,25.4万円,15000円,25.4万円,25.4万円,2LDK,51.44m2,https://suumo.jp/chintai/jnc_000086509863/?bc=100353934521
東急田園都市線 池尻大橋駅 42階建 築12年,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,築12年,42階建,12階,30万円,20000円,30万円,30万円,2LDK,61.68m2,https://suumo.jp/chintai/jnc_000086191895/?bc=100351876812
東急田園都市線 池尻大橋駅 42階建 築12年,東京都目黒区大橋１,東急田園都市線/池尻大橋駅 歩5分,京王井の頭線/神泉駅 歩14分,京王井の頭線/駒場東大前駅 歩17分,築12年,42階建,37階,40万円,20000円,40万円,40万円,2LDK,70.22m2,https://suumo.jp/chintai/jnc_000086687788/?bc=100355126454
メゾンド洗足,東京都目黒区原町２,東急目黒線/洗足駅 歩9分,東急目黒線/西小山駅 歩11分,東急目黒線/大岡山駅 歩17分,築43年,4階建,2階,11.4万円,-,22.8万円,-,2DK,40.92m2,https://suumo.jp/chintai/jnc_000084583180/?bc=100332131125
(仮称)中町2丁目へーベルメゾン,東京都目黒区中町２,東急東横線/祐天寺駅 歩11分,東急東横線/学芸大学駅 歩14分,東急東横線/中目黒駅 歩20分,新築,3階建,2階,21.8万円,6500円,21.8万円,43.6万円,2LDK,53.08m2,https://suumo.jp/chintai/jnc_000084679864/?bc=100342066441
東急東横線 祐天寺駅 3階建 新築,東京都目黒区中町２,東急東横線/祐天寺駅 歩11分,東急東横線/学芸大学駅 歩14分,東急東横線/中目黒駅 歩20分,新築,3階建,2階,21.8万円,6500円,21.8万円,43.6万円,2LDK,53.08m2,https://suumo.jp/chintai/jnc_000084679867/?bc=100342066274
東京メトロ日比谷線 中目黒駅 2階建 築51年,東京都目黒区中目黒４,東京メトロ日比谷線/中目黒駅 歩11分,東急東横線/代官山駅 歩18分,ＪＲ山手線/恵比寿駅 歩19分,築51年,2階建,2階,8.8万円,2000円,8.8万円,8.8万円,2DK,30m2,https://suumo.jp/chintai/jnc_000084507222/?bc=100343464789
京王井の頭線 神泉駅 18階建 築2年,東京都目黒区青葉台４,京王井の頭線/神泉駅 歩7分,東急田園都市線/池尻大橋駅 歩10分,ＪＲ山手線/渋谷駅 歩14分,築2年,18階建,7階,30.9万円,20000円,30.9万円,-,2LDK,47.06m2,https://suumo.jp/chintai/jnc_000085478819/?bc=100355643995
ラフィーネ碑文谷,東京都目黒区碑文谷６,東急東横線/学芸大学駅 歩5分,東急東横線/都立大学駅 歩16分,東急東横線/祐天寺駅 歩17分,新築,3階建,2階,25.5万円,8000円,25.5万円,51万円,2LDK,53.55m2,https://suumo.jp/chintai/jnc_000086405336/?bc=100346967938
ラフィーネ碑文谷,東京都目黒区碑文谷６,東急東横線/学芸大学駅 歩5分,東急東横線/都立大学駅 歩16分,東急東横線/祐天寺駅 歩17分,新築,3階建,2階,26万円,8000円,26万円,52万円,2LDK,54.08m2,https://suumo.jp/chintai/jnc_000086405337/?bc=100346967936
ラフィーネ碑文谷,東京都目黒区碑文谷６,東急東横線/学芸大学駅 歩5分,東急東横線/都立大学駅 歩16分,東急東横線/祐天寺駅 歩17分,新築,3階建,1階,27.3万円,8000円,27.3万円,54.6万円,2LDK,56.78m2,https://suumo.jp/chintai/jnc_000086405332/?bc=100346967927
ラフィーネ碑文谷,東京都目黒区碑文谷６,東急東横線/学芸大学駅 歩5分,東急東横線/都立大学駅 歩16分,東急東横線/祐天寺駅 歩17分,新築,3階建,2階,27.4万円,8000円,27.4万円,54.8万円,2LDK,56.78m2,https://suumo.jp/chintai/jnc_000086405335/?bc=100346967930
ラフィーネ碑文谷,東京都目黒区碑文谷６,東急東横線/学芸大学駅 歩5分,東急東横線/都立大学駅 歩16分,東急東横線/祐天寺駅 歩17分,新築,3階建,3階,27.7万円,8000円,27.7万円,55.4万円,2LDK,56.78m2,https://suumo.jp/chintai/jnc_000086405338/?bc=100346967935
東急東横線 都立大学駅 3階建 築40年,東京都目黒区平町１,東急東横線/都立大学駅 歩5分,東急大井町線/緑が丘駅 歩19分,東急東横線/学芸大学駅 歩18分,築40年,3階建,2階,12.5万円,3000円,12.5万円,12.5万円,2DK,40m2,https://suumo.jp/chintai/jnc_000085880014/?bc=100349538087
ＫーＴｒｅｅ目黒,東京都目黒区目黒２,ＪＲ山手線/目黒駅 歩7分,東急目黒線/目黒駅 歩7分,都営三田線/目黒駅 歩7分,新築,16階建,9階,32.2万円,18000円,32.2万円,32.2万円,2LDK,52.42m2,https://suumo.jp/chintai/jnc_000086724114/?bc=100355361974
ＫーＴｒｅｅ目黒,東京都目黒区目黒２,ＪＲ山手線/目黒駅 歩7分,東急目黒線/目黒駅 歩7分,都営三田線/目黒駅 歩7分,新築,16階建,14階,33.2万円,18000円,33.2万円,33.2万円,2LDK,52.42m2,https://suumo.jp/chintai/jnc_000086724105/?bc=100355361966
パークホームズ目黒　ザ　レジデンス,東京都目黒区下目黒２,東京メトロ南北線/目黒駅 歩8分,東急目黒線/不動前駅 歩8分,ＪＲ山手線/五反田駅 歩18分,築12年,地下1地上10階建,9階,36.5万円,15000円,36.5万円,36.5万円,2LDK,65.5m2,https://suumo.jp/chintai/jnc_000084263038/?bc=100355825158
トリニティ碑文谷,東京都目黒区碑文谷１,東急東横線/学芸大学駅 歩12分,東急目黒線/西小山駅 歩12分,東急目黒線/武蔵小山駅 歩13分,築36年,3階建,1階,11万円,-,11万円,11万円,2DK,32.94m2,https://suumo.jp/chintai/jnc_000086016072/?bc=100218996055
東急東横線 中目黒駅 地下1地上12階建 築46年,東京都目黒区中目黒１,東急東横線/中目黒駅 歩4分,東急東横線/代官山駅 歩6分,ＪＲ山手線/恵比寿駅 歩12分,築46年,地下1地上12階建,7階,18.5万円,5000円,-,18.5万円,2DK,36.3m2,https://suumo.jp/chintai/jnc_000085746843/?bc=100354567568
東急目黒線 武蔵小山駅 4階建 築3年,東京都目黒区目黒本町４,東急目黒線/武蔵小山駅 歩14分,東急目黒線/西小山駅 歩12分,東急目黒線/洗足駅 歩17分,築3年,4階建,1階,18.9万円,10000円,18.9万円,18.9万円,2LDK,53.68m2,https://suumo.jp/chintai/jnc_000086363348/?bc=100352945487
ヒルズ上目黒,東京都目黒区上目黒３,東京メトロ日比谷線/中目黒駅 歩12分,東急東横線/祐天寺駅 歩10分,,築33年,地下1地上3階建,1階,15.6万円,5000円,15.6万円,15.6万円,2DK,50.05m2,https://suumo.jp/chintai/jnc_000080529013/?bc=100317316514
アーバンフラッツ目黒本町,東京都目黒区目黒本町４,東急目黒線/武蔵小山駅 歩12分,東急目黒線/西小山駅 歩11分,東急東横線/学芸大学駅 歩17分,築18年,地下1地上3階建,1階,18万円,10000円,18万円,18万円,2LDK,58.32m2,https://suumo.jp/chintai/jnc_000086332584/?bc=100352919731
柿の木坂イースト,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩8分,東急東横線/学芸大学駅 歩20分,東急大井町線/緑が丘駅 歩23分,築18年,3階建,3階,30.5万円,15000円,30.5万円,30.5万円,2LDK,76.82m2,https://suumo.jp/chintai/jnc_000086806392/?bc=100356082192
LEGASIS Daikanyama (レガシス代官山),東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,東急東横線/中目黒駅 歩9分,新築,6階建,2階,35.2万円,-,35.2万円,35.2万円,2LDK,57.17m2,https://suumo.jp/chintai/jnc_000086873545/?bc=100356083634
LEGASIS Daikanyama (レガシス代官山),東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,東急東横線/中目黒駅 歩9分,新築,6階建,3階,35.6万円,-,35.6万円,35.6万円,2LDK,57.17m2,https://suumo.jp/chintai/jnc_000086873550/?bc=100356083558
LEGASIS Daikanyama (レガシス代官山),東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,東急東横線/中目黒駅 歩9分,新築,6階建,1階,36.9万円,-,36.9万円,36.9万円,2LDK,59.46m2,https://suumo.jp/chintai/jnc_000086873542/?bc=100356190517
LEGASIS Daikanyama (レガシス代官山),東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,東急東横線/中目黒駅 歩9分,新築,6階建,4階,44万円,-,44万円,44万円,2LDK,66.27m2,https://suumo.jp/chintai/jnc_000086873555/?bc=100356077050
LEGASIS Daikanyama (レガシス代官山),東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,東急東横線/中目黒駅 歩9分,新築,6階建,5階,52.6万円,-,52.6万円,52.6万円,2LDK,74.06m2,https://suumo.jp/chintai/jnc_000086873559/?bc=100355768477
LEGASIS Daikanyama (レガシス代官山),東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,東急東横線/中目黒駅 歩9分,新築,6階建,5階,54.4万円,-,54.4万円,54.4万円,2LDK,75.06m2,https://suumo.jp/chintai/jnc_000086873558/?bc=100355765927
レガシス代官山,東京都目黒区中目黒１,ＪＲ山手線/恵比寿駅 歩9分,東急東横線/代官山駅 歩6分,,新築,6階建,4階,44万円,-,44万円,44万円,2LDK,66.27m2,https://suumo.jp/chintai/jnc_000086740502/?bc=100355474464
東急東横線 祐天寺駅 地下2地上12階建 築19年,東京都目黒区中町２,東急東横線/祐天寺駅 歩10分,東急東横線/学芸大学駅 歩13分,東急東横線/中目黒駅 歩21分,築19年,地下2地上12階建,4階,21万円,-,21万円,21万円,2LDK,58m2,https://suumo.jp/chintai/jnc_000086634618/?bc=100354640145
セザール碑文谷,東京都目黒区目黒本町４,東急目黒線/西小山駅 歩14分,東急目黒線/武蔵小山駅 歩16分,東急目黒線/洗足駅 歩18分,築28年,地下1地上4階建,1階,14.5万円,10000円,14.5万円,14.5万円,2DK,50.77m2,https://suumo.jp/chintai/jnc_000069623364/?bc=100344907627
東急目黒線 西小山駅 地下1地上4階建 築28年,東京都目黒区目黒本町４,東急目黒線/西小山駅 歩14分,東急目黒線/武蔵小山駅 歩16分,東急東横線/学芸大学駅 歩20分,築28年,地下1地上4階建,1階,14.5万円,10000円,14.5万円,14.5万円,2DK,50.77m2,https://suumo.jp/chintai/jnc_000069623365/?bc=100344907671
東急東横線 自由が丘駅 地下1地上2階建 築2年,東京都目黒区緑が丘２,東急東横線/自由が丘駅 歩9分,東急東横線/都立大学駅 歩10分,東急目黒線/奥沢駅 歩14分,築2年,地下1地上2階建,1階,35万円,10000円,35万円,35万円,2LDK,69.38m2,https://suumo.jp/chintai/jnc_000080507258/?bc=100340920073
碑文谷メゾン,東京都目黒区碑文谷４,東急東横線/学芸大学駅 歩11分,東急東横線/都立大学駅 歩16分,,築38年,3階建,3階,13.9万円,6000円,27.8万円,13.9万円,2DK,38.57m2,https://suumo.jp/chintai/jnc_000085541423/?bc=100347268579
(仮称)大岡山2丁目メゾン,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,1階,25.8万円,6500円,25.8万円,51.6万円,2LDK,61.63m2,https://suumo.jp/chintai/jnc_000085220546/?bc=100345341748
(仮称)大岡山2丁目メゾン,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,1階,26.3万円,6500円,26.3万円,52.6万円,2LDK,64.02m2,https://suumo.jp/chintai/jnc_000085220545/?bc=100345341755
(仮称)大岡山2丁目メゾン,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,2階,26.3万円,6500円,26.3万円,52.6万円,2LDK,62.15m2,https://suumo.jp/chintai/jnc_000085220548/?bc=100345341721
(仮称)大岡山2丁目メゾン,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,2階,26.8万円,6500円,26.8万円,53.6万円,2LDK,64.02m2,https://suumo.jp/chintai/jnc_000085220547/?bc=100345341676
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,1階,25.8万円,6500円,25.8万円,51.6万円,2LDK,61.63m2,https://suumo.jp/chintai/jnc_000085220551/?bc=100345344261
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,1階,26.3万円,6500円,26.3万円,52.6万円,2LDK,64.02m2,https://suumo.jp/chintai/jnc_000085220550/?bc=100345344255
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,2階,26.3万円,6500円,26.3万円,52.6万円,2LDK,62.15m2,https://suumo.jp/chintai/jnc_000085220553/?bc=100345344280
東急大井町線 大岡山駅 3階建 新築,東京都目黒区大岡山２,東急大井町線/大岡山駅 歩4分,東急大井町線/緑が丘駅 歩12分,東急目黒線/洗足駅 歩15分,新築,3階建,2階,26.8万円,6500円,26.8万円,53.6万円,2LDK,64.02m2,https://suumo.jp/chintai/jnc_000085220552/?bc=100345344270
アパートメンツ東山,東京都目黒区東山２,東急田園都市線/池尻大橋駅 歩7分,東急東横線/中目黒駅 歩12分,京王井の頭線/神泉駅 歩14分,築22年,地下1地上7階建,1階,23.2万円,-,46.4万円,23.2万円,2LDK,58.78m2,https://suumo.jp/chintai/jnc_000086376565/?bc=100353030113
アパートメンツ東山,東京都目黒区東山２,東急田園都市線/池尻大橋駅 歩7分,東急東横線/中目黒駅 歩12分,京王井の頭線/神泉駅 歩14分,築22年,地下1地上7階建,6階,38万円,-,76万円,38万円,2LDK,94.5m2,https://suumo.jp/chintai/jnc_000084762770/?bc=100342676979
イクサージュ目黒,東京都目黒区下目黒３,東急目黒線/不動前駅 歩5分,都営三田線/目黒駅 歩12分,東急目黒線/目黒駅 歩12分,築14年,地下2地上11階建,1階,26万円,-,26万円,26万円,2LDK,58.37m2,https://suumo.jp/chintai/jnc_000063108298/?bc=100356508996
ヒルバレー洗足,東京都目黒区洗足２,東急目黒線/洗足駅 歩3分,東急目黒線/西小山駅 歩8分,東急大井町線/北千束駅 歩9分,新築,3階建,1階,23.1万円,10000円,23.1万円,46.2万円,2LDK,60.7m2,https://suumo.jp/chintai/jnc_000085975537/?bc=100350244705
ヒルバレー洗足,東京都目黒区洗足２,東急目黒線/洗足駅 歩3分,東急目黒線/西小山駅 歩8分,東急大井町線/北千束駅 歩9分,新築,3階建,1階,23.5万円,10000円,23.5万円,47万円,2LDK,64.5m2,https://suumo.jp/chintai/jnc_000085975536/?bc=100350241715
ヒルバレー洗足,東京都目黒区洗足２,東急目黒線/洗足駅 歩3分,東急目黒線/西小山駅 歩8分,東急大井町線/北千束駅 歩9分,新築,3階建,2階,24.5万円,11000円,24.5万円,49万円,2LDK,60.7m2,https://suumo.jp/chintai/jnc_000085975539/?bc=100350256563
ヒルバレー洗足,東京都目黒区洗足２,東急目黒線/洗足駅 歩3分,東急目黒線/西小山駅 歩8分,東急大井町線/北千束駅 歩9分,新築,3階建,2階,24.8万円,11000円,24.8万円,49.6万円,2LDK,62.08m2,https://suumo.jp/chintai/jnc_000085975538/?bc=100350247140
東急目黒線 西小山駅 5階建 築8年,東京都目黒区碑文谷１,東急目黒線/西小山駅 歩13分,東急目黒線/洗足駅 歩15分,東急東横線/学芸大学駅 歩18分,築8年,5階建,1階,31万円,-,31万円,31万円,2SLDK,70.39m2,https://suumo.jp/chintai/jnc_000086867184/?bc=100356354176
